mineral_name,mineral_group,mineral_frequency,sample_label,rock_name,classification,latitude,longitude,doi/ref,igsn,analytical_method,data_source,SiO2,TiO2,Al2O3,FeO,MnO,MgO,Cr2O3,Fe2O3,CaO,Na2O,K2O,P2O5,NiO,BaO,CO2,SO3,SO2,PbO,SrO,ZrO2,Nb2O5,B2O3,WO3,As2O5,ZnO,MoO3,CuO,CdO,Mn2O3,Cu2O,SnO,BeO,SnO2,H2O,F,Cl,Si,Ti,Al,Fe,S,C,Cu,Pb,Zn,Co,Ni,As,Ag,Sb,Hg,Bi,Te,Mo,Mn,Mg,Ca,Na,K,Cr,Sr,Ba,Y2O3,Sc2O3,La2O3,Ce2O3,Pr2O3,Nd2O3,Sm2O3,Gd2O3,Dy2O3,ThO2,UO2,Tb2O3,V2O5,Li,PbO2,TeO2,V2O3,MnO2,Li2O,Cs2O,GeO2,Rb2O,NH42O,Ti2O3
potassic-chloro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,39.83,,17.02,,,18.15,,,12.76,,5.36,,,,,,,,,,,,,,,,,,,,,,,,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-chloro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,40.4,,16.97,,,18.36,,,12.73,,5.34,,,,,,,,,,,,,,,,,,,,,,,,,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-chloro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,40.21,,17.09,,,18.34,,,12.7,,5.27,,,,,,,,,,,,,,,,,,,,,,,,,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-chloro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,39.78,,17.19,,,18.13,,,12.6,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-chloro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,39.93,,17.08,,,18.36,,,12.64,,5.26,,,,,,,,,,,,,,,,,,,,,,,,,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-chloro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,39.8,,17.55,,,18.32,,,12.5,,5.28,,,,,,,,,,,,,,,,,,,,,,,,,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-chloro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,39.9,,17.49,,,18.13,,,12.46,,5.29,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,56,,,,,9.23,,18.37,,7.26,5.52,,,,,,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,55.09,,,,,9.15,,18.39,,7.21,5.38,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,55.01,,,,,9.21,,18.78,,7.12,5.42,,,,,,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,55.26,,,,,9.35,,18.46,,7.18,5.51,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,55.06,,,,,9.5,,18.67,,7.11,5.4,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,55.92,,,,,9.3,,18.3,,7.26,5.42,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,55.48,,,,,9.16,,18.17,,7.17,5.55,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,55.48,,,,,9.34,,18.13,,7.25,5.51,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,54.98,,,,,9.21,,18.41,,7.17,5.41,,,,,,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,56.76,,,,,9.37,,18.17,,7.07,5.53,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,55.04,,,,,9.21,,18.84,,7.14,5.49,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,55.35,,,,,9.38,,18.35,,7.12,5.52,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,56.34,,,,,9.16,,18.37,,7.26,5.41,,,,,,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,54.9,,,,,9.41,,18.73,,7.12,5.5,,,,,,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,55.34,,,,,9.24,,18.2,,7.2,5.56,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,56.59,,,,,9.28,,18.4,,7.21,5.54,,,,,,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,56.08,,,,,9.5,,18.49,,7.26,5.53,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,56.38,,,,,9.28,,18.25,,7.31,5.41,,,,,,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,54.69,,,,,9.39,,18.71,,7.2,5.45,,,,,,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,
potassic-ferri-leakeite,inosilicate,,,,,,,,,,Synthetic Data,56.4,,,,,9.38,,18.5,,7.29,5.55,,,,,,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.78,,10.2,21.79,,,,16.27,5.77,3.12,4.85,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,35.79,,10.31,21.42,,,,15.92,5.56,3.16,4.72,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,35.72,,10.4,22.13,,,,16.18,5.56,3.16,4.79,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,37.07,,10.32,21.46,,,,16.41,5.62,3.07,4.69,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.07,,10.28,21.49,,,,16.34,5.77,3.1,4.68,,,,,,,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.11,,10.37,21.65,,,,15.95,5.75,3.17,4.83,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.25,,10.49,21.98,,,,15.82,5.72,3.1,4.69,,,,,,,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,35.88,,10.1,21.99,,,,15.81,5.69,3.15,4.84,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.35,,10.17,22.19,,,,16.07,5.74,3.12,4.8,,,,,,,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.39,,10.2,21.36,,,,16.34,5.68,3.17,4.68,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.59,,10.15,21.6,,,,16.4,5.64,3.08,4.79,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,37.06,,10.43,21.49,,,,16.25,5.68,3.12,4.71,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.51,,10.36,21.36,,,,15.88,5.56,3.11,4.68,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.4,,10.39,21.89,,,,15.98,5.62,3.11,4.68,,,,,,,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,35.82,,10.11,21.65,,,,16.03,5.68,3.11,4.79,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.37,,10.34,22.17,,,,16.34,5.77,3.14,4.71,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,37.12,,10.33,21.73,,,,16.34,5.75,3.07,4.67,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.09,,10.31,21.53,,,,16.14,5.67,3.12,4.69,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.6,,10.2,21.75,,,,15.85,5.73,3.19,4.75,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-ferri-taramite,inosilicate,,,,,,,,,,Synthetic Data,36.72,,10.14,22.13,,,,15.97,5.66,3.09,4.68,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,37.23,,15.42,29.26,,,,,11.66,,4.89,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.57,,15.74,28.87,,,,,11.6,,4.85,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,37.03,,15.58,28.88,,,,,11.55,,4.87,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.6,,15.39,28.98,,,,,11.62,,4.73,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.24,,15.84,29.5,,,,,11.63,,4.84,,,,,,,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.63,,15.42,29.19,,,,,11.55,,4.73,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.55,,15.58,29.85,,,,,11.59,,4.88,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,37.33,,15.78,29.43,,,,,11.6,,4.84,,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.26,,15.75,28.98,,,,,11.39,,4.73,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,37.51,,15.46,29.94,,,,,11.34,,4.81,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,37.48,,15.87,29,,,,,11.35,,4.84,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.81,,15.5,29.08,,,,,11.42,,4.89,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.92,,15.87,29.68,,,,,11.69,,4.87,,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,37.55,,15.42,29.24,,,,,11.3,,4.87,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,37.22,,15.37,29.06,,,,,11.25,,4.73,,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,37.04,,15.89,29.46,,,,,11.51,,4.86,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.78,,15.34,29.16,,,,,11.45,,4.89,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,37.03,,15.5,29.17,,,,,11.61,,4.81,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.12,,15.59,29.46,,,,,11.64,,4.83,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-pargasite,inosilicate,,,,,,,,,,Synthetic Data,36.93,,15.58,29.51,,,,,11.65,,4.76,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.63,,27.26,22.82,,,,,11.7,,4.9,,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.97,,27.37,22.97,,,,,11.78,,4.96,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.95,,26.87,22.71,,,,,11.79,,4.9,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.72,,27.16,22.68,,,,,12.03,,4.95,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,32.12,,26.77,23.18,,,,,11.6,,5.02,,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,32.31,,27.02,22.81,,,,,11.79,,4.87,,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.36,,26.96,23.11,,,,,11.82,,5.05,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.94,,26.74,23.05,,,,,11.74,,4.97,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,32.09,,26.65,22.79,,,,,11.93,,5.03,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.75,,26.82,22.61,,,,,11.72,,4.99,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.58,,27.39,23.1,,,,,11.73,,5.01,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.66,,27.39,22.77,,,,,11.69,,4.96,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.3,,26.82,22.49,,,,,11.78,,4.9,,,,,,,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.5,,26.57,22.69,,,,,11.99,,4.99,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,32.17,,27.12,23.11,,,,,11.77,,4.95,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.58,,27.03,22.45,,,,,11.6,,4.89,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.15,,27.35,23.1,,,,,11.81,,4.86,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.6,,27.45,23.15,,,,,11.82,,4.99,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,32.2,,27.07,23.18,,,,,11.72,,4.96,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-sadanagaite,inosilicate,,,,,,,,,,Synthetic Data,31.81,,26.4,22.74,,,,,11.74,,5,,,,,,,,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-taramite,inosilicate,,,,,,,,,,Synthetic Data,39.18,,21.56,23.35,,,,,5.92,3.27,5.07,,,,,,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-taramite,inosilicate,,,,,,,,,,Synthetic Data,38,,22.23,23.53,,,,,6.08,3.29,5.09,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-taramite,inosilicate,,,,,,,,,,Synthetic Data,39.33,,21.62,23.19,,,,,5.99,3.39,5.12,,,,,,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-taramite,inosilicate,,,,,,,,,,Synthetic Data,37.91,,22,23.13,,,,,5.97,3.29,5.03,,,,,,,,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-taramite,inosilicate,,,,,,,,,,Synthetic Data,39.02,,21.75,23.34,,,,,5.91,3.34,5.02,,,,,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-taramite,inosilicate,,,,,,,,,,Synthetic Data,38.92,,22,23.07,,,,,6.03,3.26,4.99,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potassic-ferro-taramite,inosilicate,,,,,,,,,,Synthetic Data,38.87,,21.67,22.73,,,,,6.04,3.29,4.98,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
